Implementation,Mode,TestName,Status,ErrorIEV,OutputFile,NbPktSend,isPass
aioquic,client,quic_client_test_ext_min_ack_delay,,Timeout sending ID,/results/temp/5440/quic_client_test_ext_min_ack_delay0.iev,11.0,0.0
aioquic,client,quic_client_test_ext_min_ack_delay,,Timeout sending ID,/results/temp/5441/quic_client_test_ext_min_ack_delay0.iev,14.0,0.0
aioquic,client,quic_client_test_ext_min_ack_delay,,Timeout sending ID,/results/temp/5491/quic_client_test_ext_min_ack_delay0.iev,20.0,0.0
aioquic,client,quic_client_test_ext_min_ack_delay,,Timeout sending ID,/results/temp/5492/quic_client_test_ext_min_ack_delay0.iev,15.0,0.0
picoquic,client,quic_client_test_tp_error,,Timeout sending ID,/results/temp/851/quic_client_test_tp_error0.iev,26.0,0.0
aioquic,client,quic_client_test_tp_error,,Timeout sending ID,/results/temp/901/quic_client_test_tp_error0.iev,19.0,0.0
quic-go,client,quic_client_test_no_odci,,Segmentation Fault 139,/results/temp/49/quic_client_test_no_odci0.iev,5.0,0.0
quic-go,client,quic_client_test_max,,frame.connection_close:{err_code:0x130},/results/temp/49/quic_client_test_max0.iev,6.0,0.0
quic-go,client,quic_client_test_max,,frame.connection_close:{err_code:0x130},/results/temp/99/quic_client_test_max0.iev,7.0,0.0
mvfst,client,quic_client_test_max,,Handshake not completed,/results/temp/100/quic_client_test_max0.iev,51.0,0.0
mvfst,client,quic_client_test_max,,Timeout binding ID,/results/temp/150/quic_client_test_max0.iev,1.0,0.0
mvfst,client,quic_client_test_max,,Timeout binding ID,/results/temp/151/quic_client_test_max0.iev,1.0,0.0
lsquic,client,quic_client_test_max,,"require conn_total_data(the_cid) > 0;""",/results/temp/201/quic_client_test_max0.iev,50.0,0.0
lsquic,client,quic_client_test_max,,"require conn_total_data(the_cid) > 0;""",/results/temp/202/quic_client_test_max0.iev,50.0,0.0
lsquic,client,quic_client_test_max,,"require conn_total_data(the_cid) > 0;""",/results/temp/253/quic_client_test_max0.iev,49.0,0.0
picoquic,client,quic_client_test_max,,frame.connection_close:{err_code:0x4},/results/temp/303/quic_client_test_max0.iev,20.0,0.0
picoquic,client,quic_client_test_max,,No Error,/results/temp/304/quic_client_test_max0.iev,63.0,1.0
picoquic,client,quic_client_test_max,,"require stream_id_allowed(dcid,f.id);  # [6]""",/results/temp/354/quic_client_test_max0.iev,31.0,0.0
picoquic,client,quic_client_test_max,,No Error,/results/temp/305/quic_client_test_max0.iev,41.0,1.0
picoquic,client,quic_client_test_max,,frame.connection_close:{err_code:0x4},/results/temp/356/quic_client_test_max0.iev,23.0,0.0
aioquic,client,quic_client_test_max,,No Error,/results/temp/407/quic_client_test_max0.iev,66.0,1.0
aioquic,client,quic_client_test_max,,No Error,/results/temp/458/quic_client_test_max0.iev,61.0,1.0
quic-go,client,quic_client_test_tp_error,,server_return_code(1)+timeout,/results/temp/597/quic_client_test_tp_error0.iev,5.0,0.0
mvfst,client,quic_client_test_tp_error,,Timeout binding ID,/results/temp/648/quic_client_test_tp_error0.iev,1.0,0.0
mvfst,client,quic_client_test_tp_error,,Timeout binding ID,/results/temp/699/quic_client_test_tp_error0.iev,1.0,0.0
picoquic,client,quic_client_test_tp_error,,Timeout sending ID,/results/temp/801/quic_client_test_tp_error0.iev,34.0,0.0
picoquic,client,quic_client_test_tp_error,,Timeout sending ID,/results/temp/852/quic_client_test_tp_error0.iev,36.0,0.0
aioquic,client,quic_client_test_tp_error,,Timeout sending ID,/results/temp/903/quic_client_test_tp_error0.iev,15.0,0.0
aioquic,client,quic_client_test_tp_error,,Timeout sending ID,/results/temp/954/quic_client_test_tp_error0.iev,14.0,0.0
quic-go,client,quic_client_test_double_tp_error,,server_return_code(1)+timeout,/results/temp/1056/quic_client_test_double_tp_error0.iev,5.0,0.0
mvfst,client,quic_client_test_double_tp_error,,Timeout binding ID,/results/temp/1107/quic_client_test_double_tp_error0.iev,1.0,0.0
